id_vụ,year,event_sequence,yield_class
Ca Mau_1999_winter_spring,1999,"['stage_1_Mát-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Ca Mau_1999_summer_autumn,1999,"['stage_1_Mát-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Mát-Vừa', 'stage_5_Mát-Vừa']",Medium
Ca Mau_1999_main_season,1999,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']",High
Ca Mau_2000_winter_spring,2000,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Vừa']",High
Ca Mau_2000_summer_autumn,2000,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Mát-Ướt', 'stage_5_Vừa-Vừa']",High
Ca Mau_2000_main_season,2000,"['stage_1_Vừa-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Mát-Ướt']",Medium
Ca Mau_2001_winter_spring,2001,"['stage_1_Mát-Vừa', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Vừa']",High
Ca Mau_2001_summer_autumn,2001,"['stage_1_Vừa-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Mát-Ướt', 'stage_5_Nóng-Vừa']",Low
Ca Mau_2001_main_season,2001,"['stage_1_Vừa-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Medium
Ca Mau_2002_winter_spring,2002,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Mát-Khô', 'stage_4_Vừa-Khô', 'stage_5_Vừa-Khô']",Low
Ca Mau_2002_summer_autumn,2002,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",Low
Ca Mau_2002_main_season,2002,"['stage_1_Nóng-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Medium
Ca Mau_2003_summer_autumn,2003,"['stage_1_Nóng-Khô', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']",Low
Ca Mau_2003_main_season,2003,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",Medium
Ca Mau_2004_summer_autumn,2004,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Medium
Ca Mau_2004_main_season,2004,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Mát-Ướt', 'stage_5_Vừa-Vừa']",Low
Ca Mau_2005_summer_autumn,2005,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",High
Ca Mau_2005_main_season,2005,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",Medium
Ca Mau_2006_summer_autumn,2006,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Mát-Ướt', 'stage_5_Vừa-Vừa']",Low
Ca Mau_2006_main_season,2006,"['stage_1_Mát-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Mát-Ướt']",Medium
Ca Mau_2007_summer_autumn,2007,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']",Low
Ca Mau_2007_main_season,2007,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']",Medium
Ca Mau_2008_summer_autumn,2008,"['stage_1_Vừa-Ướt', 'stage_2_Mát-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']",Low
Ca Mau_2008_main_season,2008,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Ướt']",High
Ca Mau_2009_summer_autumn,2009,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Low
Ca Mau_2009_main_season,2009,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']",Medium
Ca Mau_2010_summer_autumn,2010,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",Medium
Ca Mau_2010_main_season,2010,"['stage_1_Nóng-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']",High
Ca Mau_2011_summer_autumn,2011,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Vừa']",High
Ca Mau_2011_main_season,2011,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']",High
Ca Mau_2012_summer_autumn,2012,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",High
Ca Mau_2012_main_season,2012,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Mát-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Vừa']",High
Ca Mau_2013_summer_autumn,2013,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Mát-Ướt']",High
Ca Mau_2013_main_season,2013,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']",High
Ca Mau_2014_summer_autumn,2014,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Vừa']",Medium
Ca Mau_2014_main_season,2014,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Vừa', 'stage_5_Vừa-Ướt']",High
Ca Mau_2015_summer_autumn,2015,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Vừa']",Low
Ca Mau_2015_main_season,2015,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Vừa-Ướt']",Low
Ca Mau_2016_summer_autumn,2016,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",Medium
Ca Mau_2016_main_season,2016,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",Medium
Ca Mau_2017_winter_spring,2017,"['stage_1_Mát-Ướt', 'stage_2_Mát-Vừa', 'stage_3_Vừa-Khô', 'stage_4_Mát-Vừa', 'stage_5_Mát-Vừa']",Low
Ca Mau_2017_summer_autumn,2017,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Low
Ca Mau_2017_main_season,2017,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Vừa', 'stage_4_Vừa-Ướt', 'stage_5_Mát-Ướt']",Medium
Ca Mau_2018_summer_autumn,2018,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",Low
Ca Mau_2018_main_season,2018,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",High
Ca Mau_2019_winter_spring,2019,"['stage_1_Vừa-Vừa', 'stage_2_Vừa-Vừa', 'stage_3_Mát-Vừa', 'stage_4_Mát-Khô', 'stage_5_Nóng-Khô']",Medium
Ca Mau_2019_summer_autumn,2019,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",High
Ca Mau_2019_main_season,2019,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",Medium
Ca Mau_2020_winter_spring,2020,"['stage_1_Mát-Khô', 'stage_2_Mát-Khô', 'stage_3_Nóng-Khô', 'stage_4_Vừa-Khô', 'stage_5_Nóng-Khô']",High
Ca Mau_2020_summer_autumn,2020,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Ướt']",Low
Ca Mau_2020_main_season,2020,"['stage_1_Nóng-Ướt', 'stage_2_Vừa-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Vừa']",Low
Ca Mau_2021_winter_spring,2021,"['stage_1_Mát-Vừa', 'stage_2_Mát-Vừa', 'stage_3_Mát-Khô', 'stage_4_Mát-Khô', 'stage_5_Mát-Khô']",High
Ca Mau_2021_summer_autumn,2021,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",High
Ca Mau_2021_main_season,2021,"['stage_1_Vừa-Ướt', 'stage_2_Vừa-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Vừa', 'stage_5_Nóng-Ướt']",Low
Ca Mau_2022_winter_spring,2022,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Vừa-Khô', 'stage_4_Vừa-Khô', 'stage_5_Nóng-Vừa']",High
Ca Mau_2022_summer_autumn,2022,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",Medium
Ca Mau_2022_main_season,2022,"['stage_1_Vừa-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Vừa-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Vừa-Vừa']",High
Ca Mau_2023_winter_spring,2023,"['stage_1_Mát-Ướt', 'stage_2_Mát-Khô', 'stage_3_Mát-Vừa', 'stage_4_Mát-Vừa', 'stage_5_Mát-Vừa']",High
Ca Mau_2023_summer_autumn,2023,"['stage_1_Nóng-Vừa', 'stage_2_Nóng-Ướt', 'stage_3_Nóng-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",High
Ca Mau_2023_main_season,2023,"['stage_1_Nóng-Ướt', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Ướt', 'stage_4_Vừa-Ướt', 'stage_5_Nóng-Vừa']",High
Ca Mau_2024_winter_spring,2024,"['stage_1_Mát-Vừa', 'stage_2_Vừa-Khô', 'stage_3_Vừa-Khô', 'stage_4_Nóng-Khô', 'stage_5_Nóng-Khô']",High
Ca Mau_2024_summer_autumn,2024,"['stage_1_Nóng-Khô', 'stage_2_Nóng-Vừa', 'stage_3_Nóng-Vừa', 'stage_4_Nóng-Ướt', 'stage_5_Vừa-Ướt']",High
Ca Mau_2024_main_season,2024,"['stage_1_Nóng-Ướt', 'stage_2_Nóng-Ướt', 'stage_3_Vừa-Ướt', 'stage_4_Nóng-Ướt', 'stage_5_Nóng-Ướt']",High
